DD/MM/YYYY HH:MM:SS , time , count0 , count1 , count2 , count3 , count4 , count5 , adc0 , adc1 , adc2 , adc3
29/02/2024 10:41:19 , 7729 ,812 , 1423 , 5082 , 6678 , 5082 , 1329 , 
29/02/2024 10:41:29 , 17736 ,819 , 1434 , 5117 , 6725 , 5117 , 1339 , 
29/02/2024 10:41:39 , 27742 ,828 , 1448 , 5148 , 6766 , 5147 , 1353 , 
29/02/2024 10:41:49 , 37748 ,831 , 1453 , 5178 , 6820 , 5177 , 1358 , 
29/02/2024 10:42:00 , 47754 ,835 , 1460 , 5200 , 6856 , 5199 , 1364 , 
29/02/2024 10:42:10 , 57760 ,845 , 1472 , 5239 , 6917 , 5238 , 1376 , 
29/02/2024 10:42:20 , 67766 ,855 , 1484 , 5281 , 6976 , 5278 , 1388 , 
29/02/2024 10:42:30 , 77772 ,864 , 1496 , 5321 , 7038 , 5318 , 1400 , 
29/02/2024 10:42:40 , 87778 ,872 , 1506 , 5363 , 7092 , 5359 , 1410 , 
29/02/2024 10:42:50 , 97784 ,877 , 1514 , 5405 , 7153 , 5400 , 1418 , 
29/02/2024 10:43:00 , 107790 ,884 , 1525 , 5445 , 7209 , 5440 , 1429 , 
29/02/2024 10:43:10 , 117797 ,889 , 1533 , 5485 , 7259 , 5480 , 1437 , 
29/02/2024 10:43:20 , 127802 ,893 , 1539 , 5521 , 7311 , 5516 , 1443 , 
29/02/2024 10:43:30 , 137809 ,899 , 1553 , 5553 , 7358 , 5548 , 1457 , 
29/02/2024 10:43:40 , 147814 ,904 , 1560 , 5587 , 7412 , 5583 , 1462 , 
29/02/2024 10:43:50 , 157821 ,911 , 1572 , 5626 , 7470 , 5622 , 1473 , 
29/02/2024 10:44:00 , 167827 ,919 , 1585 , 5656 , 7514 , 5652 , 1486 , 
29/02/2024 10:44:10 , 177833 ,927 , 1599 , 5688 , 7566 , 5684 , 1500 , 
29/02/2024 10:44:20 , 187839 ,939 , 1614 , 5728 , 7624 , 5723 , 1514 , 
29/02/2024 10:44:30 , 197845 ,941 , 1623 , 5773 , 7690 , 5769 , 1520 , 
29/02/2024 10:44:40 , 207851 ,950 , 1637 , 5813 , 7742 , 5810 , 1533 , 
29/02/2024 10:44:50 , 217857 ,956 , 1646 , 5854 , 7799 , 5851 , 1541 , 
29/02/2024 10:45:00 , 227863 ,963 , 1656 , 5899 , 7864 , 5896 , 1550 , 
29/02/2024 10:45:10 , 237869 ,967 , 1664 , 5932 , 7913 , 5929 , 1556 , 
29/02/2024 10:45:20 , 247876 ,978 , 1683 , 5984 , 7978 , 5981 , 1575 , 
29/02/2024 10:45:30 , 257882 ,987 , 1696 , 6027 , 8037 , 6024 , 1588 , 
29/02/2024 10:45:40 , 267888 ,994 , 1707 , 6076 , 8105 , 6074 , 1599 , 
29/02/2024 10:45:50 , 277894 ,1006 , 1720 , 6125 , 8165 , 6123 , 1611 , 
29/02/2024 10:46:00 , 287900 ,1011 , 1728 , 6164 , 8220 , 6163 , 1618 , 
29/02/2024 10:46:10 , 297906 ,1019 , 1737 , 6204 , 8275 , 6202 , 1627 , 
29/02/2024 10:46:20 , 307912 ,1023 , 1745 , 6233 , 8314 , 6230 , 1635 , 
29/02/2024 10:46:30 , 317919 ,1032 , 1761 , 6282 , 8385 , 6279 , 1650 , 
29/02/2024 10:46:40 , 327925 ,1039 , 1771 , 6319 , 8434 , 6316 , 1660 , 
29/02/2024 10:46:50 , 337931 ,1048 , 1786 , 6367 , 8497 , 6364 , 1675 , 
29/02/2024 10:47:00 , 347938 ,1054 , 1795 , 6406 , 8555 , 6405 , 1682 , 
29/02/2024 10:47:10 , 357944 ,1059 , 1804 , 6438 , 8608 , 6437 , 1690 , 
29/02/2024 10:47:20 , 367950 ,1070 , 1820 , 6475 , 8665 , 6474 , 1705 , 
29/02/2024 10:47:30 , 377956 ,1076 , 1831 , 6516 , 8720 , 6515 , 1715 , 
29/02/2024 10:47:40 , 387962 ,1084 , 1841 , 6557 , 8781 , 6556 , 1725 , 
29/02/2024 10:47:50 , 397968 ,1088 , 1850 , 6601 , 8838 , 6600 , 1734 , 
29/02/2024 10:48:00 , 407975 ,1095 , 1861 , 6635 , 8895 , 6634 , 1744 , 
29/02/2024 10:48:10 , 417981 ,1106 , 1877 , 6681 , 8960 , 6680 , 1760 , 
29/02/2024 10:48:20 , 427987 ,1111 , 1889 , 6714 , 9010 , 6713 , 1772 , 
